User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type
User_45,Nissan Leaf,75,Station_44,Los Angeles,02/01/2024 20:00,02/01/2024 22:29,,3.296056589,5.114613366,30.03796889,Morning,Wednesday,15.22093897,132.9520105,49.38426636,32.01457654,3.680052856,Level 2,Long-Distance Traveler
User_46,Tesla Model 3,62,Station_27,Los Angeles,02/01/2024 21:00,02/01/2024 22:53,46.80719594,3.877992453,16.91833198,10.60887579,Evening,Saturday,49.29876551,90.97067523,210.1710972,-0.039079031,1,DC Fast Charger,Commuter
User_47,Nissan Leaf,75,Station_282,San Francisco,02/01/2024 22:00,03/01/2024 1:06,67.47546614,2.105117079,49.60079965,19.03070021,Night,Sunday,63.03594187,81.7509535,97.45390493,3.194124642,5,Level 1,Commuter
User_48,Hyundai Kona,62,Station_97,Chicago,02/01/2024 23:00,02/01/2024 23:37,30.71093403,1.633668608,6.352661445,18.13183171,Morning,Wednesday,76.12005336,76.68243091,18.93451549,27.89517678,0,Level 2,Commuter
User_49,Nissan Leaf,85,Station_463,Los Angeles,03/01/2024 0:00,03/01/2024 1:57,,1.743435263,14.14966619,13.11287367,Night,Monday,77.80942282,87.94811448,212.9403418,-4.44667067,1,Level 1,Casual Driver
User_50,BMW i3,100,Station_36,New York,03/01/2024 1:00,03/01/2024 3:40,8.713190576,2.209542823,49.27534559,9.644101414,Afternoon,Saturday,27.19619601,86.89391764,170.4750541,5.378079584,6,Level 2,Long-Distance Traveler
User_51,BMW i3,85,Station_109,San Francisco,03/01/2024 2:00,03/01/2024 2:48,9.065880815,0.512378183,40.17800199,24.50189331,Morning,Tuesday,13.87385811,93.62842306,226.2193632,30.6919838,2.616332483,DC Fast Charger,Casual Driver
User_52,BMW i3,50,Station_55,Los Angeles,03/01/2024 3:00,03/01/2024 5:06,58.73397362,1.889261518,13.1757273,28.10231006,Morning,Saturday,83.86192691,71.37448251,57.38072425,1.941105156,3,Level 1,Commuter
User_53,BMW i3,50,Station_192,Chicago,03/01/2024 4:00,03/01/2024 5:35,65.98624913,3.313802358,46.27844331,18.84961041,Morning,Wednesday,17.38966714,73.43803962,234.9966616,-7.719425911,0,Level 2,Long-Distance Traveler
User_54,Hyundai Kona,62,Station_219,Los Angeles,03/01/2024 5:00,03/01/2024 6:48,74.99970643,1.911303154,35.92512612,34.08661866,Night,Tuesday,87.2893058,80.4164173,51.82835202,17.80538365,5,DC Fast Charger,Long-Distance Traveler
User_55,Chevy Bolt,100,Station_185,Houston,03/01/2024 6:00,03/01/2024 7:55,17.76943641,3.314079763,34.45824194,9.798498138,Evening,Thursday,27.69749249,70.51026725,166.311463,19.70335918,4,DC Fast Charger,Casual Driver
User_56,Tesla Model 3,76.87610038,Station_69,New York,03/01/2024 7:00,03/01/2024 9:33,50.26893407,1.67835842,36.30337235,38.94193996,Evening,Saturday,13.48827069,82.69521186,133.9920936,3.042829341,0,DC Fast Charger,Casual Driver
User_57,BMW i3,69.88407425,Station_317,San Francisco,03/01/2024 8:00,03/01/2024 11:51,76.45046499,3.873449981,11.33906316,30.19223444,Evening,Wednesday,63.67446344,55.38977608,191.937915,10.42464503,2,Level 2,Commuter
User_58,Nissan Leaf,62,Station_130,Houston,03/01/2024 9:00,03/01/2024 12:59,77.86372676,0.917902247,47.1540098,28.30319112,Afternoon,Saturday,56.91742176,57.46568225,129.3894111,38.46677945,3,DC Fast Charger,Casual Driver
User_59,BMW i3,100,Station_55,Chicago,03/01/2024 10:00,03/01/2024 12:59,21.89299268,1.285283897,25.37395431,8.637821691,Morning,Saturday,80.22553381,64.66736188,148.4156117,5.073167724,7,DC Fast Charger,Casual Driver
User_60,Nissan Leaf,100,Station_378,Houston,03/01/2024 11:00,03/01/2024 12:15,71.28000416,2.413754937,40.61639923,6.744728812,Evening,Wednesday,26.15659795,89.92458853,140.4652132,33.05773081,5,Level 2,Casual Driver
User_61,Nissan Leaf,62,Station_97,Houston,03/01/2024 12:00,03/01/2024 14:22,21.82768818,2.082100007,26.50712322,36.0680415,Evening,Tuesday,33.25598509,51.50113227,48.04438716,38.65644396,7,Level 1,Casual Driver
User_62,BMW i3,75,Station_336,Chicago,03/01/2024 13:00,03/01/2024 15:00,62.72316229,2.11789335,30.99702693,30.04444235,Morning,Monday,82.84418007,72.83328569,282.9423218,32.85273262,7,DC Fast Charger,Casual Driver
User_63,Hyundai Kona,124.3159114,Station_87,Houston,03/01/2024 14:00,03/01/2024 16:50,46.195137,0.650507579,47.87752356,30.86418086,Afternoon,Sunday,53.00518533,59.90164627,25.02725726,6.171256709,1,Level 2,Commuter
User_64,Nissan Leaf,100,Station_294,San Francisco,03/01/2024 15:00,03/01/2024 16:02,29.34565986,2.482090675,6.871184621,24.64975873,Night,Saturday,85.33141902,67.47790563,127.0218011,34.06193919,0,Level 1,Long-Distance Traveler
User_65,Nissan Leaf,50,Station_119,Los Angeles,03/01/2024 16:00,03/01/2024 18:42,76.9334219,2.1234202,34.1768555,34.2283019,Night,Friday,27.17461533,92.1446337,295.8937221,7.941688092,2.591851328,DC Fast Charger,Casual Driver
User_66,BMW i3,62,Station_208,Houston,03/01/2024 17:00,03/01/2024 18:46,59.25460166,1.279620696,,12.2204383,Night,Thursday,77.03697399,91.82927487,167.2975728,35.27145069,7,Level 2,Long-Distance Traveler
User_67,Nissan Leaf,100,Station_334,San Francisco,03/01/2024 18:00,03/01/2024 21:04,37.06292778,1.609099433,15.23006259,37.87533458,Morning,Wednesday,7.520444727,67.79787265,98.14598102,16.48370594,2,Level 2,Long-Distance Traveler
User_68,Nissan Leaf,85,Station_413,Los Angeles,03/01/2024 19:00,03/01/2024 21:30,67.69516175,0.857582465,32.97506874,13.77561921,Afternoon,Saturday,22.48839981,86.77766611,81.28450038,-7.332648304,6,DC Fast Charger,Casual Driver
User_69,BMW i3,75,Station_154,Los Angeles,03/01/2024 20:00,03/01/2024 22:37,16.41401693,1.702974822,,21.66778664,Morning,Sunday,36.95028361,77.13616494,188.4714898,18.53871082,7,Level 1,Casual Driver
User_70,BMW i3,50,Station_35,Houston,03/01/2024 21:00,03/01/2024 22:47,67.00568214,3.608030961,4.092360865,14.42396639,Night,Monday,57.67766075,57.11286225,276.3684303,-2.724902766,4.122767457,Level 1,Long-Distance Traveler
User_71,Tesla Model 3,75,Station_79,San Francisco,03/01/2024 22:00,04/01/2024 1:01,70.61729259,3.280142969,26.07041363,15.47077791,Evening,Wednesday,86.2260252,57.96965542,23.00399875,34.84790798,2.771346484,Level 1,Commuter
User_72,Hyundai Kona,75,Station_67,Houston,03/01/2024 23:00,04/01/2024 0:36,61.13047583,0.947277209,23.28180496,37.14898173,Evening,Saturday,34.89904375,92.35566117,58.85531552,7.662649709,1,DC Fast Charger,Long-Distance Traveler
User_73,Hyundai Kona,85,Station_343,Chicago,04/01/2024 0:00,04/01/2024 2:24,22.88203842,1.569470714,29.9892225,10.70958202,Evening,Thursday,15.67448547,96.59770242,98.47402709,19.21316449,3,DC Fast Charger,Commuter
User_74,Nissan Leaf,59.83272651,Station_413,Los Angeles,04/01/2024 1:00,04/01/2024 2:32,12.89488719,0.581504778,40.8840989,15.19733417,Night,Friday,31.5491822,97.46254098,183.1712811,28.63760432,2,Level 1,Long-Distance Traveler
User_75,Hyundai Kona,85,Station_34,Houston,04/01/2024 2:00,04/01/2024 4:22,69.16916706,2.285242161,5.557358509,20.76646441,Afternoon,Wednesday,41.08904487,74.39951853,276.5748192,20.01432447,4,Level 1,Casual Driver
User_76,Nissan Leaf,50,Station_97,Los Angeles,04/01/2024 3:00,04/01/2024 5:03,,3.520690376,9.569245073,24.79072323,Night,Saturday,51.28140347,93.19846283,171.8961532,-5.27572798,4,Level 1,Commuter
User_77,Tesla Model 3,100,Station_169,San Francisco,04/01/2024 4:00,04/01/2024 5:17,49.2788374,3.865136107,49.41151926,39.93168076,Morning,Tuesday,86.32698824,75.50151044,246.3443697,30.08205881,0,Level 1,Long-Distance Traveler
User_78,BMW i3,75,Station_169,New York,04/01/2024 5:00,04/01/2024 8:40,31.21888968,3.340997592,30.02591267,17.60489531,Afternoon,Monday,39.51761676,71.27176464,242.4855629,39.83142977,3,Level 2,Commuter
User_79,BMW i3,100,Station_151,Houston,04/01/2024 6:00,04/01/2024 9:55,30.65169982,1.028818667,28.52235334,39.32205438,Evening,Friday,38.12132999,81.19721084,12.14951668,-4.932743443,1,DC Fast Charger,Casual Driver
User_80,BMW i3,75,Station_71,Houston,04/01/2024 7:00,04/01/2024 7:41,59.98647673,3.7293654,23.41792115,15.68301656,Afternoon,Wednesday,88.09676846,96.13056859,281.7637403,15.06062245,0,Level 1,Commuter
User_81,Hyundai Kona,48.05069473,Station_3,Los Angeles,04/01/2024 8:00,04/01/2024 11:05,51.67374779,0.691755364,46.59567841,18.01181178,Afternoon,Saturday,55.07217408,62.93578011,222.2746667,2.554243803,7,Level 2,Casual Driver
User_82,Tesla Model 3,50,Station_314,San Francisco,04/01/2024 9:00,04/01/2024 12:21,35.90724265,2.725560846,25.60162087,19.2835227,Night,Friday,48.88762426,43.05075612,93.85786769,33.07675146,6,Level 1,Casual Driver
User_83,Hyundai Kona,85,Station_32,Chicago,04/01/2024 10:00,04/01/2024 13:20,41.60783353,0.807068745,,29.53293287,Afternoon,Tuesday,54.99764908,97.26161624,94.64525016,17.73738779,3,Level 1,Commuter
User_84,Hyundai Kona,62,Station_287,San Francisco,04/01/2024 11:00,04/01/2024 13:54,32.83295683,3.408638345,44.49236614,39.67482338,Night,Wednesday,26.65472205,63.71062692,279.898272,5.803389498,1,Level 2,Casual Driver
User_85,Tesla Model 3,50,Station_82,Houston,04/01/2024 12:00,04/01/2024 13:09,57.92445004,1.261117293,12.53816191,19.81732291,Morning,Friday,49.87203405,54.26143302,64.13545484,1.825449687,1,Level 1,Casual Driver
User_86,Tesla Model 3,100,Station_43,Chicago,04/01/2024 13:00,04/01/2024 16:26,21.65616412,1.894426888,32.95451082,18.02550999,Afternoon,Wednesday,78.43462826,97.72544036,170.5577254,10.40151143,3,Level 1,Casual Driver
User_87,Tesla Model 3,62,Station_391,San Francisco,04/01/2024 14:00,04/01/2024 15:54,41.01058175,3.366955775,45.3201096,18.06652173,Afternoon,Wednesday,73.62283684,83.05427336,103.7883061,-4.572249344,3,Level 2,Commuter
User_88,Tesla Model 3,62,Station_105,New York,04/01/2024 15:00,04/01/2024 16:26,79.81869447,2.606479629,13.00973223,35.97131697,Afternoon,Friday,86.1117565,69.39563152,274.0206539,10.69221009,2,Level 2,Casual Driver
User_89,BMW i3,85,Station_1,Los Angeles,04/01/2024 16:00,04/01/2024 17:56,33.07294951,1.469659587,30.34474845,15.55083823,Evening,Wednesday,105.032224,83.02347312,164.6828924,-6.514431827,1,Level 2,Long-Distance Traveler
User_90,Chevy Bolt,75,Station_61,San Francisco,04/01/2024 17:00,04/01/2024 18:53,27.84315247,2.543139661,17.00464385,12.27833192,Night,Tuesday,47.99218335,85.86518689,79.35497904,7.516861653,7,Level 2,Casual Driver
User_91,Chevy Bolt,50,Station_270,San Francisco,04/01/2024 18:00,04/01/2024 21:41,28.44077392,1.079658655,42.42512683,13.77980418,Night,Friday,13.6672408,96.34603462,398.3647747,27.81313555,0,Level 2,Long-Distance Traveler
User_92,Tesla Model 3,62,Station_180,New York,04/01/2024 19:00,04/01/2024 22:52,68.57302471,2.930390646,5.454692702,15.88941448,Evening,Saturday,50.31669101,93.89345035,191.4559945,37.89979105,4,Level 1,Commuter
User_93,Chevy Bolt,85,Station_224,Houston,04/01/2024 20:00,04/01/2024 23:34,65.43101691,0.929486554,20.27269894,10.39565797,Night,Sunday,76.46681164,75.84995703,71.43600424,30.19970956,6,DC Fast Charger,Long-Distance Traveler
User_94,Chevy Bolt,75,Station_6,Los Angeles,04/01/2024 21:00,04/01/2024 23:30,71.61568949,3.515012006,31.27184453,21.26356051,Morning,Friday,51.79450504,64.55436325,16.68144582,-1.719850009,3,Level 2,Casual Driver
User_95,Tesla Model 3,85,Station_103,San Francisco,04/01/2024 22:00,05/01/2024 1:51,7.93090145,2.342395786,44.12212999,33.81843011,Evening,Tuesday,42.73907176,72.9660231,55.67750505,16.80835827,7,DC Fast Charger,Casual Driver
User_96,Chevy Bolt,24.59992215,Station_10,Chicago,04/01/2024 23:00,05/01/2024 0:43,,1.382497912,32.43654898,38.05802232,Night,Tuesday,48.32735368,85.06742212,,23.39846836,5,Level 1,Casual Driver
User_97,Hyundai Kona,75,Station_71,San Francisco,05/01/2024 0:00,05/01/2024 2:16,55.72920335,3.82901181,21.72306732,38.09371751,Morning,Tuesday,63.40496814,68.34785564,74.05219273,34.66345577,0,Level 2,Casual Driver
User_98,Nissan Leaf,85,Station_90,Los Angeles,05/01/2024 1:00,05/01/2024 3:33,31.04657496,0.690281625,28.00485915,6.254545331,Night,Saturday,47.15786096,66.1934884,,15.62739592,7,DC Fast Charger,Casual Driver
User_99,Nissan Leaf,62,Station_226,San Francisco,05/01/2024 2:00,05/01/2024 5:47,15.91756324,3.34839065,17.55162621,9.531208381,Evening,Saturday,80.19872331,73.21652207,117.79184,15.43580703,0.925276661,DC Fast Charger,Casual Driver
User_100,Tesla Model 3,100,Station_158,New York,05/01/2024 3:00,05/01/2024 5:09,50.90348236,3.621317101,,28.33888703,Night,Sunday,54.44920446,60.55781888,10.44192923,30.04488288,7,DC Fast Charger,Commuter
User_101,BMW i3,77.29894529,Station_228,San Francisco,05/01/2024 4:00,05/01/2024 7:53,71.47764853,0.652582226,,11.36377565,Morning,Sunday,27.57501003,53.78802525,197.6456759,28.97677093,3,DC Fast Charger,Casual Driver
User_102,Tesla Model 3,100,Station_405,San Francisco,05/01/2024 5:00,05/01/2024 6:12,74.15366016,4.123064396,31.27742949,26.0001564,Morning,Wednesday,12.95698802,52.9899671,91.38484095,35.79315362,0,DC Fast Charger,Long-Distance Traveler
User_103,BMW i3,75,Station_126,Chicago,05/01/2024 6:00,05/01/2024 8:28,46.77551047,3.118508442,32.08005239,18.58840411,Morning,Wednesday,77.52375723,56.73141037,246.2228513,27.26694562,4,Level 2,Long-Distance Traveler
User_104,Nissan Leaf,95.15365777,Station_444,New York,05/01/2024 7:00,05/01/2024 7:52,8.4696438,1.956178168,16.0193428,31.23839757,Night,Thursday,84.39953459,73.56686202,297.5524475,22.1717677,1,Level 2,Long-Distance Traveler
User_105,Tesla Model 3,85,Station_209,New York,05/01/2024 8:00,05/01/2024 11:04,61.69743867,2.525513037,30.78399682,22.48712027,Evening,Sunday,84.27365688,57.22115431,208.6484696,28.31215671,6,Level 2,Commuter
User_106,Hyundai Kona,62,Station_97,San Francisco,05/01/2024 9:00,05/01/2024 12:35,41.26415505,3.604454743,29.08169093,29.01626915,Night,Sunday,64.41936676,73.23718921,268.5152778,19.63653157,6,DC Fast Charger,Long-Distance Traveler
User_107,Chevy Bolt,85,Station_74,Chicago,05/01/2024 10:00,05/01/2024 11:06,6.503953234,1.487800086,35.93476782,35.24185936,Afternoon,Wednesday,67.51829977,57.34995236,204.7682814,35.95974295,6,DC Fast Charger,Long-Distance Traveler
User_108,BMW i3,147.3953543,Station_115,San Francisco,05/01/2024 11:00,05/01/2024 13:43,65.89318362,3.146250636,24.83213224,11.03767314,Evening,Tuesday,27.38119598,64.70149353,74.92331106,13.41962956,6,Level 1,Long-Distance Traveler
User_109,Chevy Bolt,50,Station_191,San Francisco,05/01/2024 12:00,05/01/2024 13:34,13.26290902,3.069015227,47.67047064,32.90930541,Afternoon,Thursday,24.99894964,90.02000106,220.6738557,31.87333447,3,DC Fast Charger,Commuter
User_110,Chevy Bolt,85,Station_495,Los Angeles,05/01/2024 13:00,05/01/2024 15:43,,3.292576517,49.87870861,13.28397591,Night,Sunday,59.84918721,56.29416195,137.1372569,0.034127145,5,Level 1,Long-Distance Traveler
User_111,Tesla Model 3,62,Station_170,Los Angeles,05/01/2024 14:00,05/01/2024 17:27,27.42595097,0.911151791,32.16501549,19.78138636,Evening,Tuesday,74.64716691,10.08007433,216.0702778,-4.153203087,5,Level 1,Long-Distance Traveler
User_112,Chevy Bolt,100,Station_307,Chicago,05/01/2024 15:00,05/01/2024 15:51,7.358446629,2.430793371,11.48048586,13.78679636,Afternoon,Monday,77.48990309,71.62801503,166.673967,-7.811348602,5,Level 2,Commuter
User_113,Hyundai Kona,100,Station_448,Houston,05/01/2024 16:00,05/01/2024 18:14,36.137269,2.449346455,36.37707579,7.87091787,Night,Sunday,48.61219347,95.83119936,48.11698069,32.30733829,1,DC Fast Charger,Casual Driver
